Tanggal,Produk,Kategori,Qty_Terjual,Harga_Satuan,Total_Penjualan,Stok_Setelah_Transaksi
2023-02-10,Teh Botol,Minuman,1,5000,5000,378
2023-08-26,Roti Tawar,Snack,7,15000,105000,139
2025-02-17,Yogurt Botol,Produk Susu,5,10000,50000,525
2023-11-10,Air Mineral,Minuman,4,4000,16000,246
2023-01-20,Roti Tawar,Snack,5,15000,75000,134
2023-07-26,Susu Kental Manis,Produk Susu,11,12000,132000,83
2024-07-06,Minuman Isotonik,Minuman,12,8500,102000,241
2023-10-08,Roti Tawar,Snack,7,15000,105000,127
2023-08-03,Teh Botol,Minuman,9,5000,45000,369
2023-08-30,Coklat Batang,Snack,5,11000,55000,64
2023-08-06,Ramen Pedas,Makanan Instan,8,7000,56000,353
2024-02-14,Minyak Goreng,Sembako,14,28000,392000,614
2025-01-03,Minyak Goreng,Sembako,16,28000,448000,598
2023-11-25,Telur Ayam,Sembako,1,30000,30000,329
2025-10-13,Jus Kotak,Minuman,17,7000,119000,410
2025-09-11,Roti Tawar,Snack,8,15000,120000,119
2023-01-27,Indomie Goreng,Makanan Instan,11,3500,38500,271
2023-08-15,Mie Ayam Instan,Makanan Instan,14,4000,56000,641
2025-10-08,Biskuit Coklat,Snack,4,9000,36000,385
2025-11-13,Sereal Sarapan,Produk Susu,3,25000,75000,429
2024-06-08,Saus Sambal,Sembako,11,13000,143000,269
2024-08-29,Yogurt Botol,Produk Susu,6,10000,60000,519
2023-07-24,Indomie Soto,Makanan Instan,14,3500,49000,65
2023-03-22,Beras Medium,Sembako,14,65000,910000,448
2025-01-07,Telur Ayam,Sembako,16,30000,480000,313
2023-08-26,Susu Kental Manis,Produk Susu,2,12000,24000,81
2023-04-04,Kopi Botol,Minuman,1,7000,7000,146
2023-10-11,Kopi Botol,Minuman,11,7000,77000,135
2023-12-16,Wafer Coklat,Snack,6,8000,48000,69
2025-06-15,Teh Celup,Minuman,13,8000,104000,226
2023-07-10,Saus Sambal,Sembako,6,13000,78000,263
2024-12-02,Teh Botol,Minuman,3,5000,15000,366
2025-03-30,Susu UHT,Produk Susu,11,9000,99000,305
2025-02-28,Teh Botol,Minuman,16,5000,80000,350
2025-05-13,Keju Slice,Produk Susu,13,18000,234000,242
2023-09-29,Ramen Pedas,Makanan Instan,12,7000,84000,341
2023-05-01,Coklat Batang,Snack,14,11000,154000,50
2023-08-01,Beras Medium,Sembako,7,65000,455000,441
2025-09-15,Kecap Manis,Sembako,17,15000,255000,236
2025-02-16,Beras Medium,Sembako,16,65000,1040000,425
2023-03-01,Keripik Kentang,Snack,14,12000,168000,532
2023-09-25,Kacang Panggang,Snack,8,10000,80000,50
2025-09-26,Kecap Manis,Sembako,6,15000,90000,230
2023-04-05,Yogurt Botol,Produk Susu,2,10000,20000,517
2024-10-05,Tepung Terigu,Sembako,3,14000,42000,295
2025-12-10,Kopi Botol,Minuman,15,7000,105000,120
2024-11-23,Kacang Panggang,Snack,11,10000,110000,691
2023-07-15,Roti Tawar,Snack,7,15000,105000,112
2024-05-24,Kacang Panggang,Snack,9,10000,90000,682
2025-02-27,Kacang Panggang,Snack,4,10000,40000,678
2023-11-18,Indomie Goreng,Makanan Instan,9,3500,31500,262
2025-08-19,Kopi Botol,Minuman,18,7000,126000,102
2023-12-05,Kopi Botol,Minuman,2,7000,14000,100
2025-10-03,Sereal Sarapan,Produk Susu,8,25000,200000,421
2024-07-23,Kopi Sachet,Minuman,3,2500,7500,269
2025-02-14,Gula Pasir,Sembako,9,16000,144000,94
2025-07-29,Mie Ayam Instan,Makanan Instan,12,4000,48000,629
2025-10-17,Mie Ayam Instan,Makanan Instan,11,4000,44000,618
2025-10-15,Ramen Pedas,Makanan Instan,13,7000,91000,328
2025-04-06,Ramen Pedas,Makanan Instan,8,7000,56000,320
2023-01-01,Jus Kotak,Minuman,14,7000,98000,396
2024-09-15,Mie Ayam Instan,Makanan Instan,17,4000,68000,601
2024-02-28,Jus Kotak,Minuman,13,7000,91000,383
2024-11-29,Yogurt Botol,Produk Susu,6,10000,60000,511
2024-04-01,Teh Botol,Minuman,15,5000,75000,335
2025-08-26,Kopi Sachet,Minuman,15,2500,37500,254
2025-07-15,Roti Tawar,Snack,3,15000,45000,109
2024-03-30,Sereal Sarapan,Produk Susu,2,25000,50000,419
2024-08-20,Teh Celup,Minuman,11,8000,88000,215
2023-08-06,Teh Celup,Minuman,1,8000,8000,214
2023-12-03,Saus Sambal,Sembako,8,13000,104000,255
2025-04-18,Beras Premium,Sembako,5,75000,375000,75
2024-02-06,Keripik Kentang,Snack,4,12000,48000,528
2025-03-15,Kecap Manis,Sembako,8,15000,120000,222
2024-01-26,Teh Botol,Minuman,13,5000,65000,322
2025-04-28,Ramen Pedas,Makanan Instan,2,7000,14000,318
2025-07-11,Sereal Sarapan,Produk Susu,10,25000,250000,409
2023-01-09,Air Mineral,Minuman,9,4000,36000,237
2023-04-10,Coklat Batang,Snack,9,11000,99000,562
2025-09-16,Teh Botol,Minuman,17,5000,85000,305
2023-12-22,Roti Tawar,Snack,12,15000,180000,97
2023-09-20,Teh Botol,Minuman,2,5000,10000,303
2024-10-21,Susu UHT,Produk Susu,10,9000,90000,295
2024-05-23,Susu Kental Manis,Produk Susu,6,12000,72000,75
2024-08-25,Kopi Sachet,Minuman,8,2500,20000,246
2025-04-25,Beras Premium,Sembako,13,75000,975000,62
2024-10-04,Teh Botol,Minuman,14,5000,70000,289
2024-03-21,Kecap Manis,Sembako,4,15000,60000,218
2024-08-18,Keripik Kentang,Snack,12,12000,144000,516
2023-09-29,Kecap Manis,Sembako,12,15000,180000,206
2023-12-31,Wafer Coklat,Snack,9,8000,72000,60
2024-10-22,Jus Kotak,Minuman,12,7000,84000,371
2024-12-22,Sereal Sarapan,Produk Susu,10,25000,250000,399
2025-05-04,Biskuit Coklat,Snack,14,9000,126000,371
2025-05-15,Saus Sambal,Sembako,14,13000,182000,241
2023-08-07,Minuman Isotonik,Minuman,1,8500,8500,240
2023-10-25,Susu UHT,Produk Susu,1,9000,9000,294
2023-04-26,Kacang Panggang,Snack,4,10000,40000,674
2023-11-26,Tepung Terigu,Sembako,5,14000,70000,290
2024-05-28,Kacang Panggang,Snack,3,10000,30000,671
2024-08-27,Roti Tawar,Snack,6,15000,90000,91
2025-01-04,Indomie Soto,Makanan Instan,18,3500,63000,399
2024-04-04,Keripik Kentang,Snack,14,12000,168000,502
2025-03-07,Jus Kotak,Minuman,7,7000,49000,364
2023-04-07,Roti Tawar,Snack,15,15000,225000,76
2025-03-04,Susu UHT,Produk Susu,10,9000,90000,284
2023-04-21,Jus Kotak,Minuman,1,7000,7000,363
2024-05-29,Coklat Batang,Snack,6,11000,66000,556
2025-06-26,Kopi Botol,Minuman,16,7000,112000,84
2025-01-23,Kecap Manis,Sembako,15,15000,225000,191
2024-02-01,Sereal Sarapan,Produk Susu,6,25000,150000,393
2023-06-02,Beras Medium,Sembako,3,65000,195000,422
2025-11-18,Beras Medium,Sembako,6,65000,390000,416
2025-05-27,Indomie Soto,Makanan Instan,8,3500,28000,391
2023-11-26,Beras Premium,Sembako,10,75000,750000,52
2024-06-06,Kopi Botol,Minuman,2,7000,14000,82
2023-11-14,Yogurt Botol,Produk Susu,1,10000,10000,510
2024-10-22,Beras Premium,Sembako,10,75000,750000,738
2024-09-08,Kecap Manis,Sembako,10,15000,150000,181
2025-01-03,Jus Kotak,Minuman,5,7000,35000,358
2024-03-26,Minuman Isotonik,Minuman,5,8500,42500,235
2025-10-31,Mie Ayam Instan,Makanan Instan,7,4000,28000,594
2025-04-06,Jus Kotak,Minuman,5,7000,35000,353
2024-03-12,Gula Pasir,Sembako,12,16000,192000,82
2025-01-08,Kopi Sachet,Minuman,7,2500,17500,239
2025-12-22,Sereal Sarapan,Produk Susu,9,25000,225000,384
2024-12-09,Ramen Pedas,Makanan Instan,8,7000,56000,310
2024-05-14,Saus Sambal,Sembako,3,13000,39000,238
2024-10-19,Saus Sambal,Sembako,7,13000,91000,231
2024-06-09,Susu UHT,Produk Susu,11,9000,99000,273
2023-02-20,Telur Ayam,Sembako,15,30000,450000,298
2025-02-06,Minuman Isotonik,Minuman,13,8500,110500,222
2023-03-31,Air Mineral,Minuman,5,4000,20000,232
2024-01-30,Saus Sambal,Sembako,8,13000,104000,223
2023-07-16,Mie Ayam Instan,Makanan Instan,3,4000,12000,591
2025-12-28,Sereal Sarapan,Produk Susu,2,25000,50000,382
2024-03-12,Minyak Goreng,Sembako,16,28000,448000,582
2023-08-01,Susu Kental Manis,Produk Susu,4,12000,48000,71
2025-06-10,Jus Kotak,Minuman,12,7000,84000,341
2023-11-11,Coklat Batang,Snack,1,11000,11000,555
2024-11-10,Yogurt Botol,Produk Susu,1,10000,10000,509
2023-04-22,Mie Ayam Instan,Makanan Instan,3,4000,12000,588
2024-05-30,Keju Slice,Produk Susu,9,18000,162000,233
2024-04-11,Biskuit Coklat,Snack,16,9000,144000,355
2025-03-05,Susu Kental Manis,Produk Susu,12,12000,144000,59
2024-10-09,Susu Kental Manis,Produk Susu,2,12000,24000,57
2023-08-31,Kacang Panggang,Snack,9,10000,90000,662
2023-05-10,Indomie Goreng,Makanan Instan,13,3500,45500,249
2023-04-04,Coklat Batang,Snack,12,11000,132000,543
2023-05-29,Kopi Botol,Minuman,6,7000,42000,76
2025-10-26,Kecap Manis,Sembako,5,15000,75000,176
2024-09-09,Keju Slice,Produk Susu,10,18000,180000,223
2025-06-15,Telur Ayam,Sembako,11,30000,330000,287
2023-03-05,Teh Botol,Minuman,8,5000,40000,281
2025-12-28,Beras Medium,Sembako,6,65000,390000,410
2025-03-11,Coklat Batang,Snack,16,11000,176000,527
2023-10-23,Wafer Coklat,Snack,5,8000,40000,55
2025-02-03,Kacang Panggang,Snack,3,10000,30000,659
2023-03-27,Ramen Pedas,Makanan Instan,1,7000,7000,309
2025-03-18,Biskuit Coklat,Snack,10,9000,90000,345
2024-03-06,Telur Ayam,Sembako,14,30000,420000,273
2024-12-05,Saus Sambal,Sembako,5,13000,65000,218
2025-11-15,Saus Sambal,Sembako,5,13000,65000,213
2024-03-28,Beras Medium,Sembako,11,65000,715000,399
2023-08-23,Minyak Goreng,Sembako,3,28000,84000,579
2023-04-22,Kacang Panggang,Snack,14,10000,140000,645
2025-08-02,Sereal Sarapan,Produk Susu,12,25000,300000,370
2023-05-18,Telur Ayam,Sembako,5,30000,150000,268
2024-02-09,Ramen Pedas,Makanan Instan,14,7000,98000,295
2024-11-08,Air Mineral,Minuman,6,4000,24000,226
2024-04-25,Kacang Panggang,Snack,3,10000,30000,642
2023-05-23,Keripik Kentang,Snack,15,12000,180000,487
2024-10-12,Minyak Goreng,Sembako,9,28000,252000,570
2024-09-18,Kopi Sachet,Minuman,14,2500,35000,225
2025-01-16,Beras Premium,Sembako,16,75000,1200000,722
2023-12-12,Susu Kental Manis,Produk Susu,1,12000,12000,56
2024-05-19,Kopi Sachet,Minuman,13,2500,32500,212
2025-06-12,Roti Tawar,Snack,8,15000,120000,68
2024-11-10,Beras Premium,Sembako,16,75000,1200000,706
2025-07-01,Yogurt Botol,Produk Susu,9,10000,90000,500
2023-08-11,Air Mineral,Minuman,3,4000,12000,223
2023-06-17,Wafer Coklat,Snack,14,8000,112000,484
2023-10-14,Kopi Botol,Minuman,15,7000,105000,61
2024-02-07,Jus Kotak,Minuman,7,7000,49000,334
2023-06-06,Saus Sambal,Sembako,12,13000,156000,201
2023-02-08,Mie Ayam Instan,Makanan Instan,14,4000,56000,574
2023-03-05,Minuman Isotonik,Minuman,14,8500,119000,208
2025-04-09,Biskuit Coklat,Snack,15,9000,135000,330
2023-03-17,Kecap Manis,Sembako,9,15000,135000,167
2025-08-24,Tepung Terigu,Sembako,13,14000,182000,277
2025-03-14,Teh Celup,Minuman,7,8000,56000,207
2025-08-09,Beras Premium,Sembako,10,75000,750000,696
2025-01-15,Susu UHT,Produk Susu,10,9000,90000,263
2024-05-04,Kacang Panggang,Snack,16,10000,160000,626
2023-12-06,Kacang Panggang,Snack,13,10000,130000,613
2023-10-15,Minuman Isotonik,Minuman,8,8500,68000,200
2024-01-02,Beras Medium,Sembako,12,65000,780000,387
2023-10-27,Kacang Panggang,Snack,12,10000,120000,601
2025-09-17,Coklat Batang,Snack,7,11000,77000,520
2025-09-25,Gula Pasir,Sembako,5,16000,80000,77
2025-01-26,Tepung Terigu,Sembako,5,14000,70000,272
2024-02-28,Kacang Panggang,Snack,10,10000,100000,591
2025-08-19,Susu UHT,Produk Susu,19,9000,171000,244
2023-04-06,Saus Sambal,Sembako,1,13000,13000,200
2024-10-25,Wafer Coklat,Snack,4,8000,32000,480
2024-07-14,Minuman Isotonik,Minuman,16,8500,136000,184
2023-12-23,Tepung Terigu,Sembako,7,14000,98000,265
2025-02-14,Wafer Coklat,Snack,7,8000,56000,473
2024-05-30,Minuman Isotonik,Minuman,7,8500,59500,177
2025-04-11,Minuman Isotonik,Minuman,9,8500,76500,168
2025-09-14,Air Mineral,Minuman,16,4000,64000,207
2023-10-12,Minuman Isotonik,Minuman,8,8500,68000,160
2024-04-16,Beras Medium,Sembako,4,65000,260000,383
2024-07-29,Wafer Coklat,Snack,4,8000,32000,469
2023-11-19,Beras Medium,Sembako,6,65000,390000,377
2023-08-31,Keripik Kentang,Snack,11,12000,132000,476
2025-04-29,Gula Pasir,Sembako,16,16000,256000,61
2023-08-21,Coklat Batang,Snack,8,11000,88000,512
2025-09-07,Kacang Panggang,Snack,10,10000,100000,581
2023-11-27,Biskuit Coklat,Snack,11,9000,99000,319
2025-04-21,Teh Botol,Minuman,3,5000,15000,278
2023-09-19,Indomie Soto,Makanan Instan,10,3500,35000,381
2023-11-26,Biskuit Coklat,Snack,3,9000,27000,316
2025-11-15,Wafer Coklat,Snack,3,8000,24000,466
2023-12-07,Indomie Soto,Makanan Instan,5,3500,17500,376
2024-01-04,Kecap Manis,Sembako,10,15000,150000,157
2023-02-08,Keripik Kentang,Snack,15,12000,180000,461
2024-08-03,Coklat Batang,Snack,2,11000,22000,510
2025-08-23,Yogurt Botol,Produk Susu,18,10000,180000,482
2024-03-25,Beras Medium,Sembako,15,65000,975000,362
2023-10-20,Keripik Kentang,Snack,13,12000,156000,448
2024-01-08,Biskuit Coklat,Snack,12,9000,108000,304
2024-06-25,Minuman Isotonik,Minuman,5,8500,42500,155
2024-12-02,Kacang Panggang,Snack,16,10000,160000,565
2023-05-21,Keripik Kentang,Snack,4,12000,48000,444
2025-02-28,Susu UHT,Produk Susu,4,9000,36000,240
2024-02-19,Indomie Goreng,Makanan Instan,11,3500,38500,238
2025-05-09,Kacang Panggang,Snack,16,10000,160000,549
2023-07-17,Keripik Kentang,Snack,3,12000,36000,441
2023-03-21,Air Mineral,Minuman,15,4000,60000,192
2025-12-24,Keju Slice,Produk Susu,10,18000,180000,213
2025-09-14,Mie Ayam Instan,Makanan Instan,13,4000,52000,561
2023-01-03,Saus Sambal,Sembako,15,13000,195000,185
2025-06-02,Sereal Sarapan,Produk Susu,13,25000,325000,357
2023-03-30,Teh Celup,Minuman,12,8000,96000,195
2025-05-28,Minuman Isotonik,Minuman,8,8500,68000,147
2025-02-19,Keju Slice,Produk Susu,7,18000,126000,206
2023-10-02,Susu Kental Manis,Produk Susu,5,12000,60000,51
2024-04-21,Air Mineral,Minuman,15,4000,60000,177
2025-04-16,Telur Ayam,Sembako,7,30000,210000,261
2023-01-15,Indomie Goreng,Makanan Instan,10,3500,35000,228
2023-08-30,Minuman Isotonik,Minuman,9,8500,76500,138
2025-02-07,Indomie Goreng,Makanan Instan,13,3500,45500,215
2024-10-08,Roti Tawar,Snack,8,15000,120000,60
2023-11-13,Ramen Pedas,Makanan Instan,7,7000,49000,288
2024-06-03,Wafer Coklat,Snack,7,8000,56000,459
2025-01-18,Susu Kental Manis,Produk Susu,13,12000,156000,686
2024-02-22,Susu UHT,Produk Susu,9,9000,81000,231
2025-09-15,Keju Slice,Produk Susu,6,18000,108000,200
2025-09-17,Jus Kotak,Minuman,8,7000,56000,326
2024-12-06,Biskuit Coklat,Snack,15,9000,135000,289
2023-10-10,Susu UHT,Produk Susu,14,9000,126000,217
2023-09-01,Kopi Botol,Minuman,12,7000,84000,466
2023-11-28,Yogurt Botol,Produk Susu,2,10000,20000,480
2025-11-07,Minyak Goreng,Sembako,10,28000,280000,560
2023-04-17,Keju Slice,Produk Susu,3,18000,54000,197
2023-01-11,Susu UHT,Produk Susu,13,9000,117000,204
2023-10-25,Mie Ayam Instan,Makanan Instan,8,4000,32000,553
2025-06-10,Kecap Manis,Sembako,3,15000,45000,154
2024-03-30,Tepung Terigu,Sembako,6,14000,84000,259
2023-03-19,Keripik Kentang,Snack,12,12000,144000,429
2025-03-31,Susu UHT,Produk Susu,13,9000,117000,191
2023-04-28,Roti Tawar,Snack,13,15000,195000,436
2025-10-09,Wafer Coklat,Snack,9,8000,72000,450
2025-11-27,Minyak Goreng,Sembako,7,28000,196000,553
2025-11-11,Indomie Soto,Makanan Instan,11,3500,38500,365
2023-12-14,Keripik Kentang,Snack,11,12000,132000,418
2025-01-06,Indomie Soto,Makanan Instan,5,3500,17500,360
2023-06-27,Beras Medium,Sembako,5,65000,325000,357
2025-03-29,Sereal Sarapan,Produk Susu,10,25000,250000,347
2024-02-15,Susu UHT,Produk Susu,9,9000,81000,182
2023-05-21,Coklat Batang,Snack,15,11000,165000,495
2024-08-05,Mie Ayam Instan,Makanan Instan,14,4000,56000,539
2024-12-13,Kecap Manis,Sembako,7,15000,105000,147
2024-02-03,Gula Pasir,Sembako,9,16000,144000,52
2023-01-10,Biskuit Coklat,Snack,5,9000,45000,284
2025-04-13,Beras Medium,Sembako,10,65000,650000,347
2023-05-29,Jus Kotak,Minuman,9,7000,63000,317
2024-11-27,Telur Ayam,Sembako,4,30000,120000,257
2024-05-27,Tepung Terigu,Sembako,13,14000,182000,246
2025-09-17,Susu UHT,Produk Susu,15,9000,135000,167
2024-11-26,Sereal Sarapan,Produk Susu,14,25000,350000,333
2025-08-01,Kacang Panggang,Snack,16,10000,160000,533
2023-08-27,Air Mineral,Minuman,5,4000,20000,172
2025-02-22,Mie Ayam Instan,Makanan Instan,13,4000,52000,526
2024-04-15,Kacang Panggang,Snack,14,10000,140000,519
2024-12-24,Susu Kental Manis,Produk Susu,11,12000,132000,675
2024-06-23,Indomie Goreng,Makanan Instan,5,3500,17500,210
2025-03-28,Mie Ayam Instan,Makanan Instan,14,4000,56000,512
2024-01-01,Mie Ayam Instan,Makanan Instan,9,4000,36000,503
2024-03-23,Teh Celup,Minuman,17,8000,136000,178
2024-01-10,Tepung Terigu,Sembako,14,14000,196000,232
2024-01-25,Kecap Manis,Sembako,10,15000,150000,137
2024-04-25,Minyak Goreng,Sembako,12,28000,336000,541
2024-06-27,Kopi Botol,Minuman,4,7000,28000,462
2024-05-26,Minyak Goreng,Sembako,16,28000,448000,525
2023-11-16,Teh Celup,Minuman,13,8000,104000,165
2023-09-03,Ramen Pedas,Makanan Instan,15,7000,105000,273
2025-10-05,Mie Ayam Instan,Makanan Instan,11,4000,44000,492
2023-03-28,Sereal Sarapan,Produk Susu,14,25000,350000,319
2025-01-30,Air Mineral,Minuman,13,4000,52000,159
2024-07-16,Air Mineral,Minuman,8,4000,32000,151
2025-11-12,Sereal Sarapan,Produk Susu,9,25000,225000,310
2023-09-20,Gula Pasir,Sembako,1,16000,16000,51
2025-05-16,Minuman Isotonik,Minuman,9,8500,76500,129
2024-12-12,Minuman Isotonik,Minuman,9,8500,76500,120
2023-12-24,Sereal Sarapan,Produk Susu,8,25000,200000,302
2025-11-27,Ramen Pedas,Makanan Instan,11,7000,77000,262
2023-01-18,Roti Tawar,Snack,1,15000,15000,435
2024-03-07,Kacang Panggang,Snack,9,10000,90000,510
2024-10-28,Ramen Pedas,Makanan Instan,8,7000,56000,254
2024-06-15,Kopi Botol,Minuman,5,7000,35000,457
2024-04-30,Tepung Terigu,Sembako,6,14000,84000,226
2024-12-03,Keripik Kentang,Snack,6,12000,72000,412
2025-05-18,Air Mineral,Minuman,8,4000,32000,143
2025-02-01,Roti Tawar,Snack,10,15000,150000,425
2025-07-12,Tepung Terigu,Sembako,5,14000,70000,221
2024-04-13,Biskuit Coklat,Snack,14,9000,126000,270
2024-07-06,Coklat Batang,Snack,13,11000,143000,482
2025-06-04,Jus Kotak,Minuman,18,7000,126000,299
2023-10-26,Minyak Goreng,Sembako,13,28000,364000,512
2023-11-03,Coklat Batang,Snack,8,11000,88000,474
2023-01-20,Keju Slice,Produk Susu,3,18000,54000,194
2025-10-20,Susu Kental Manis,Produk Susu,6,12000,72000,669
2025-09-23,Keju Slice,Produk Susu,8,18000,144000,186
2023-04-08,Jus Kotak,Minuman,7,7000,49000,292
2023-12-01,Ramen Pedas,Makanan Instan,1,7000,7000,253
2024-06-04,Minyak Goreng,Sembako,10,28000,280000,502
2025-07-10,Ramen Pedas,Makanan Instan,15,7000,105000,238
2025-01-09,Tepung Terigu,Sembako,9,14000,126000,212
2023-02-10,Teh Celup,Minuman,7,8000,56000,158
2024-12-20,Ramen Pedas,Makanan Instan,16,7000,112000,222
2024-02-12,Keripik Kentang,Snack,12,12000,144000,400
2023-12-24,Wafer Coklat,Snack,13,8000,104000,437
2024-12-28,Telur Ayam,Sembako,8,30000,240000,249
2025-09-25,Minuman Isotonik,Minuman,17,8500,144500,103
2023-06-10,Saus Sambal,Sembako,7,13000,91000,178
2024-08-09,Keripik Kentang,Snack,10,12000,120000,390
2023-12-10,Beras Premium,Sembako,11,75000,825000,685
2024-11-21,Keju Slice,Produk Susu,9,18000,162000,177
2025-04-08,Keripik Kentang,Snack,15,12000,180000,375
2023-11-28,Mie Ayam Instan,Makanan Instan,6,4000,24000,486
2024-10-04,Gula Pasir,Sembako,8,16000,128000,492
2024-07-01,Roti Tawar,Snack,12,15000,180000,413
2024-07-09,Susu UHT,Produk Susu,16,9000,144000,151
2025-01-13,Sereal Sarapan,Produk Susu,16,25000,400000,286
2023-12-09,Susu Kental Manis,Produk Susu,3,12000,36000,666
2023-02-17,Kopi Botol,Minuman,3,7000,21000,454
2024-04-25,Coklat Batang,Snack,12,11000,132000,462
2023-06-13,Coklat Batang,Snack,4,11000,44000,458
2025-03-24,Beras Medium,Sembako,3,65000,195000,344
2025-08-27,Mie Ayam Instan,Makanan Instan,10,4000,40000,476
2025-03-24,Indomie Goreng,Makanan Instan,10,3500,35000,200
2024-06-21,Ramen Pedas,Makanan Instan,10,7000,70000,212
2025-03-09,Mie Ayam Instan,Makanan Instan,7,4000,28000,469
2024-08-04,Gula Pasir,Sembako,10,16000,160000,482
2023-09-26,Beras Premium,Sembako,9,75000,675000,676
2023-12-16,Teh Botol,Minuman,1,5000,5000,277
2024-12-31,Indomie Soto,Makanan Instan,15,3500,52500,345
2025-09-02,Kopi Botol,Minuman,11,7000,77000,443
2025-06-30,Jus Kotak,Minuman,5,7000,35000,287
2025-07-24,Biskuit Coklat,Snack,15,9000,135000,255
2025-12-29,Minuman Isotonik,Minuman,8,8500,68000,95
2024-04-10,Air Mineral,Minuman,13,4000,52000,130
2024-09-22,Yogurt Botol,Produk Susu,7,10000,70000,473
2023-11-15,Tepung Terigu,Sembako,5,14000,70000,207
2023-01-01,Indomie Goreng,Makanan Instan,9,3500,31500,191
2023-10-07,Teh Botol,Minuman,6,5000,30000,271
2025-08-18,Telur Ayam,Sembako,10,30000,300000,239
2025-10-04,Roti Tawar,Snack,17,15000,255000,396
2023-01-19,Telur Ayam,Sembako,13,30000,390000,226
2024-08-22,Susu Kental Manis,Produk Susu,10,12000,120000,656
2023-01-15,Keju Slice,Produk Susu,9,18000,162000,168
2024-01-22,Teh Celup,Minuman,9,8000,72000,149
2025-03-19,Susu Kental Manis,Produk Susu,6,12000,72000,650
2025-03-09,Roti Tawar,Snack,18,15000,270000,378
2024-06-22,Gula Pasir,Sembako,3,16000,48000,479
2024-05-05,Wafer Coklat,Snack,11,8000,88000,426
2024-07-10,Keju Slice,Produk Susu,7,18000,126000,161
2025-12-25,Coklat Batang,Snack,16,11000,176000,442
2024-01-21,Susu Kental Manis,Produk Susu,14,12000,168000,636
2023-10-07,Beras Medium,Sembako,5,65000,325000,339
2025-07-21,Ramen Pedas,Makanan Instan,14,7000,98000,198
2025-10-04,Tepung Terigu,Sembako,7,14000,98000,200
2023-11-08,Indomie Goreng,Makanan Instan,1,3500,3500,190
2023-02-15,Jus Kotak,Minuman,3,7000,21000,284
2024-07-31,Ramen Pedas,Makanan Instan,5,7000,35000,193
2025-06-16,Roti Tawar,Snack,13,15000,195000,365
2023-07-04,Gula Pasir,Sembako,3,16000,48000,476
2025-10-07,Indomie Goreng,Makanan Instan,7,3500,24500,183
2024-09-30,Susu Kental Manis,Produk Susu,14,12000,168000,622
2025-08-07,Teh Celup,Minuman,13,8000,104000,136
2023-06-14,Kopi Sachet,Minuman,14,2500,35000,198
2023-10-27,Sereal Sarapan,Produk Susu,1,25000,25000,285
2025-03-14,Tepung Terigu,Sembako,6,14000,84000,194
2024-01-29,Beras Medium,Sembako,16,65000,1040000,323
2025-02-20,Teh Botol,Minuman,15,5000,75000,256
2024-05-24,Ramen Pedas,Makanan Instan,8,7000,56000,185
2023-03-10,Gula Pasir,Sembako,4,16000,64000,472
2023-07-12,Yogurt Botol,Produk Susu,9,10000,90000,464
2024-03-02,Kacang Panggang,Snack,9,10000,90000,501
2024-10-01,Kacang Panggang,Snack,16,10000,160000,485
2023-03-28,Beras Medium,Sembako,12,65000,780000,311
2025-12-02,Kecap Manis,Sembako,5,15000,75000,132
2024-09-03,Air Mineral,Minuman,5,4000,20000,125
2023-04-17,Saus Sambal,Sembako,14,13000,182000,164
2024-03-22,Kacang Panggang,Snack,2,10000,20000,483
2025-06-08,Wafer Coklat,Snack,7,8000,56000,419
2024-07-19,Beras Medium,Sembako,10,65000,650000,301
2024-05-12,Susu UHT,Produk Susu,1,9000,9000,150
2025-08-31,Biskuit Coklat,Snack,14,9000,126000,241
2023-07-03,Teh Celup,Minuman,4,8000,32000,132
2025-10-20,Beras Medium,Sembako,5,65000,325000,296
2023-05-03,Kecap Manis,Sembako,1,15000,15000,131
2023-11-12,Teh Celup,Minuman,12,8000,96000,120
2023-08-08,Jus Kotak,Minuman,3,7000,21000,281
2024-04-21,Air Mineral,Minuman,8,4000,32000,117
2024-12-12,Keju Slice,Produk Susu,14,18000,252000,147
2024-01-31,Coklat Batang,Snack,3,11000,33000,439
2025-01-03,Susu UHT,Produk Susu,14,9000,126000,136
2023-03-22,Tepung Terigu,Sembako,8,14000,112000,186
2025-06-15,Roti Tawar,Snack,12,15000,180000,353
2025-09-30,Jus Kotak,Minuman,6,7000,42000,275
2024-12-13,Jus Kotak,Minuman,8,7000,56000,267
2024-07-17,Yogurt Botol,Produk Susu,16,10000,160000,448
2023-11-25,Kecap Manis,Sembako,2,15000,30000,129
2023-11-14,Minuman Isotonik,Minuman,8,8500,68000,87
2024-06-23,Telur Ayam,Sembako,10,30000,300000,216
2023-01-02,Yogurt Botol,Produk Susu,13,10000,130000,435
2025-11-02,Wafer Coklat,Snack,9,8000,72000,410
2023-02-08,Saus Sambal,Sembako,10,13000,130000,154
2025-01-15,Kopi Botol,Minuman,15,7000,105000,428
2023-05-10,Kopi Sachet,Minuman,11,2500,27500,187
2025-03-04,Jus Kotak,Minuman,8,7000,56000,259
2023-11-12,Sereal Sarapan,Produk Susu,10,25000,250000,275
2024-10-22,Telur Ayam,Sembako,9,30000,270000,207
2023-08-15,Kopi Sachet,Minuman,2,2500,5000,185
2023-05-17,Minuman Isotonik,Minuman,1,8500,8500,86
2023-09-23,Teh Botol,Minuman,3,5000,15000,253
2023-03-06,Kopi Botol,Minuman,4,7000,28000,424
