Tanggal,Produk,Kategori,Qty_Terjual,Harga_Satuan,Total_Penjualan,Stok_Setelah_Transaksi
2023-05-21,Keripik Kentang,Snack,4.0,12000,48000.0,444.0
2025-11-15,Keju Slice,Produk Susu,18.0,18000,324000.0,192.0
2023-07-10,Sereal Sarapan,Produk Susu,12.0,25000,300000.0,482.0
2024-02-14,Susu UHT,Produk Susu,12.0,9000,108000.0,292.0
2023-09-20,Air Mineral,Minuman,12.0,4000,48000.0,275.0
2023-01-18,Beras Medium,Sembako,4.0,65000,260000.0,65.0
2024-06-19,Telur Ayam,Sembako,8.0,30000,240000.0,50.0
2025-08-17,Roti Tawar,Snack,11.0,15000,165000.0,286.0
2023-05-26,Kopi Botol,Minuman,10.0,7000,70000.0,392.0
2024-01-06,Telur Ayam,Sembako,2.0,30000,60000.0,117.0
2025-03-03,Telur Ayam,Sembako,10.0,30000,300000.0,320.0
2024-08-17,Indomie Goreng,Makanan Instan,5.0,3500,17500.0,598.0
2025-11-28,Yogurt Botol,Produk Susu,8.0,10000,80000.0,533.0
2024-02-06,Sereal Sarapan,Produk Susu,11.0,25000,275000.0,141.0
2023-01-29,,Sembako,,30000,270000.0,234.0
2025-08-22,Susu Kental Manis,Produk Susu,15.0,12000,180000.0,314.0
2023-02-03,Wafer Coklat,Snack,10.0,8000,80000.0,500.0
2025-05-18,Wafer Coklat,Snack,15.0,8000,120000.0,270.0
2025-07-13,Kopi Sachet,Minuman,14.0,2500,35000.0,434.0
2025-05-15,Susu UHT,Produk Susu,7.0,9000,63000.0,317.0
2025-07-21,,Snack,,12000,156000.0,
2024-07-20,Keju Slice,Produk Susu,15.0,18000,270000.0,142.0
2023-11-17,Air Mineral,Minuman,9.0,4000,36000.0,496.0
2025-11-07,Teh Celup,Minuman,5.0,8000,40000.0,429.0
2024-03-25,Minyak Goreng,Sembako,15.0,28000,420000.0,101.0
2024-08-04,Mie Ayam Instan,Makanan Instan,11.0,4000,44000.0,262.0
2024-03-21,Teh Celup,Minuman,9.0,8000,72000.0,604.0
2024-09-08,Biskuit Coklat,Snack,9.0,9000,81000.0,282.0
2025-03-01,Minyak Goreng,Sembako,12.0,28000,336000.0,547.0
2025-02-28,Susu UHT,Produk Susu,4.0,9000,36000.0,240.0
2024-11-23,Ramen Pedas,Makanan Instan,17.0,7000,119000.0,252.0
2024-07-23,Susu UHT,Produk Susu,10.0,9000,90000.0,731.0
2024-01-08,Teh Celup,Minuman,8.0,8000,64000.0,561.0
2024-07-26,,Minuman,,8500,110500.0,354.0
2023-12-26,Telur Ayam,Sembako,2.0,30000,60000.0,423.0
2024-02-12,Roti Tawar,Snack,6.0,15000,90000.0,171.0
2023-08-09,Biskuit Coklat,Snack,12.0,9000,108000.0,357.0
2025-07-28,Beras Medium,Sembako,14.0,65000,910000.0,269.0
2023-03-19,Kecap Manis,Sembako,11.0,15000,165000.0,326.0
2024-10-10,Susu UHT,Produk Susu,6.0,9000,54000.0,428.0
2023-08-03,Roti Tawar,Snack,11.0,15000,165000.0,84.0
2025-06-08,Saus Sambal,Sembako,4.0,13000,52000.0,344.0
2024-03-15,Kecap Manis,Sembako,3.0,15000,45000.0,150.0
2023-01-23,Susu UHT,Produk Susu,10.0,9000,90000.0,281.0
2024-02-03,Gula Pasir,Sembako,9.0,16000,144000.0,52.0
2025-10-26,,Sembako,5.0,15000,,176.0
2023-06-01,Sereal Sarapan,Produk Susu,5.0,25000,125000.0,152.0
2024-08-17,Gula Pasir,Sembako,4.0,16000,64000.0,407.0
2023-07-10,Saus Sambal,Sembako,6.0,13000,78000.0,263.0
2025-02-20,Keripik Kentang,Snack,6.0,12000,72000.0,448.0
2023-03-06,Mie Ayam Instan,Makanan Instan,,4000,56000.0,
2024-12-31,Indomie Goreng,Makanan Instan,14.0,3500,49000.0,252.0
2023-11-29,Telur Ayam,Sembako,10.0,30000,300000.0,463.0
2024-01-10,Tepung Terigu,Sembako,12.0,14000,168000.0,298.0
2023-08-07,Sereal Sarapan,Produk Susu,13.0,25000,325000.0,211.0
2023-08-27,Yogurt Botol,Produk Susu,11.0,10000,110000.0,64.0
2024-05-11,Beras Premium,Sembako,3.0,75000,225000.0,272.0
2024-12-27,Kecap Manis,Sembako,6.0,15000,90000.0,562.0
2024-11-24,Coklat Batang,Snack,16.0,11000,176000.0,426.0
2023-09-21,Keju Slice,Produk Susu,3.0,18000,54000.0,354.0
2024-09-08,Beras Medium,Sembako,8.0,65000,520000.0,365.0
2025-11-20,Air Mineral,Minuman,12.0,4000,48000.0,415.0
2024-09-30,Kecap Manis,Sembako,16.0,15000,240000.0,153.0
2024-11-27,Jus Kotak,Minuman,3.0,7000,21000.0,88.0
2025-06-17,Mie Ayam Instan,Makanan Instan,14.0,4000,56000.0,202.0
2024-05-12,Beras Medium,Sembako,3.0,65000,195000.0,386.0
2024-08-18,Keripik Kentang,Snack,12.0,12000,144000.0,516.0
2025-09-17,Kopi Sachet,Minuman,15.0,2500,37500.0,113.0
2024-12-29,Keripik Kentang,Snack,6.0,12000,72000.0,264.0
2024-05-24,Ramen Pedas,Makanan Instan,8.0,7000,56000.0,185.0
2024-08-23,Indomie Goreng,Makanan Instan,9.0,3500,31500.0,691.0
2025-05-31,Indomie Soto,Makanan Instan,16.0,3500,56000.0,184.0
2023-12-14,Keripik Kentang,Snack,11.0,12000,132000.0,418.0
2024-10-25,Wafer Coklat,Snack,4.0,8000,32000.0,480.0
2023-09-17,Kopi Sachet,Minuman,8.0,2500,20000.0,677.0
2025-04-08,Kecap Manis,Sembako,17.0,15000,255000.0,198.0
2023-08-04,Air Mineral,Minuman,7.0,4000,28000.0,520.0
2025-07-13,Yogurt Botol,Produk Susu,17.0,10000,170000.0,83.0
2023-11-28,Mie Ayam Instan,Makanan Instan,6.0,4000,24000.0,486.0
2023-11-14,Gula Pasir,Sembako,15.0,16000,240000.0,248.0
2025-09-26,Teh Botol,Minuman,6.0,5000,30000.0,575.0
2024-02-15,Kopi Sachet,Minuman,5.0,2500,12500.0,108.0
2023-11-10,Air Mineral,Minuman,4.0,4000,16000.0,246.0
2024-01-06,Teh Botol,Minuman,5.0,5000,25000.0,379.0
2024-05-26,Minyak Goreng,Sembako,16.0,28000,448000.0,525.0
2023-06-05,Roti Tawar,Snack,4.0,15000,60000.0,580.0
2023-07-30,Kopi Sachet,Minuman,2.0,2500,5000.0,519.0
2023-03-11,Telur Ayam,Sembako,11.0,30000,330000.0,57.0
2025-10-28,Yogurt Botol,Produk Susu,5.0,10000,50000.0,155.0
2025-01-25,Gula Pasir,Sembako,9.0,16000,144000.0,234.0
2025-08-07,,Produk Susu,9.0,9000,,
2024-11-08,Kacang Panggang,Snack,4.0,10000,40000.0,83.0
2023-05-05,Coklat Batang,Snack,12.0,11000,132000.0,563.0
2024-12-08,Yogurt Botol,Produk Susu,11.0,10000,110000.0,208.0
2025-02-21,Coklat Batang,Snack,14.0,11000,154000.0,452.0
2025-08-22,Sereal Sarapan,Produk Susu,8.0,25000,200000.0,395.0
2024-11-22,Kacang Panggang,Snack,6.0,10000,60000.0,173.0
2025-08-01,Beras Medium,Sembako,3.0,65000,195000.0,494.0
2024-09-22,Susu Kental Manis,Produk Susu,15.0,12000,180000.0,346.0
2024-04-06,Kopi Sachet,Minuman,8.0,2500,20000.0,493.0
2024-09-30,Sereal Sarapan,Produk Susu,13.0,25000,325000.0,177.0
2024-04-07,Keju Slice,Produk Susu,12.0,18000,216000.0,302.0
2024-10-11,Wafer Coklat,Snack,5.0,8000,40000.0,140.0
2023-02-17,Coklat Batang,Snack,5.0,11000,55000.0,158.0
2024-03-02,Kacang Panggang,Snack,9.0,10000,90000.0,501.0
2024-12-12,,Sembako,13.0,28000,,263.0
2024-10-15,Teh Celup,Minuman,9.0,8000,72000.0,263.0
2025-05-13,Keju Slice,Produk Susu,13.0,18000,234000.0,242.0
2025-12-07,Tepung Terigu,Sembako,12.0,14000,168000.0,86.0
2025-09-17,Susu UHT,Produk Susu,,9000,45000.0,304.0
2024-06-20,Teh Celup,Minuman,11.0,8000,88000.0,597.0
2025-07-08,Telur Ayam,Sembako,6.0,30000,180000.0,161.0
2025-06-25,Saus Sambal,Sembako,15.0,13000,195000.0,515.0
2023-03-28,Beras Medium,Sembako,12.0,65000,780000.0,80.0
2024-01-26,Biskuit Coklat,Snack,6.0,9000,54000.0,110.0
2024-08-20,Minyak Goreng,Sembako,11.0,28000,308000.0,105.0
2023-07-25,Biskuit Coklat,Snack,15.0,9000,135000.0,429.0
2025-04-12,Keripik Kentang,Snack,15.0,12000,180000.0,183.0
2023-05-19,Indomie Goreng,Makanan Instan,1.0,3500,3500.0,404.0
2024-01-24,Indomie Soto,Makanan Instan,15.0,3500,52500.0,385.0
2023-05-20,Mie Ayam Instan,Makanan Instan,11.0,4000,44000.0,273.0
2023-08-21,Saus Sambal,Sembako,1.0,13000,13000.0,400.0
2024-01-08,Air Mineral,Minuman,9.0,4000,36000.0,330.0
2025-05-24,Roti Tawar,Snack,16.0,15000,240000.0,337.0
2023-03-01,Air Mineral,Minuman,7.0,4000,28000.0,557.0
2024-02-04,Indomie Soto,Makanan Instan,12.0,3500,42000.0,215.0
2024-08-29,Yogurt Botol,Produk Susu,6.0,10000,60000.0,519.0
2023-03-21,Susu Kental Manis,Produk Susu,15.0,12000,180000.0,194.0
2025-08-10,Yogurt Botol,Produk Susu,7.0,10000,70000.0,534.0
2025-12-29,Sereal Sarapan,Produk Susu,13.0,25000,325000.0,569.0
2024-09-05,Sereal Sarapan,Produk Susu,8.0,25000,200000.0,392.0
2023-09-03,Roti Tawar,Snack,8.0,15000,120000.0,199.0
2024-01-02,Beras Medium,Sembako,12.0,65000,780000.0,387.0
2024-02-15,Susu UHT,Produk Susu,9.0,9000,81000.0,182.0
2023-05-23,Minyak Goreng,Sembako,15.0,28000,420000.0,71.0
2024-08-27,Roti Tawar,Snack,6.0,15000,90000.0,91.0
2024-04-13,Biskuit Coklat,Snack,14.0,9000,126000.0,270.0
2023-03-27,Sereal Sarapan,Produk Susu,10.0,25000,250000.0,207.0
2023-03-24,Telur Ayam,Sembako,3.0,30000,90000.0,210.0
2023-03-03,Susu UHT,Produk Susu,2.0,9000,18000.0,349.0
2024-05-16,Keju Slice,Produk Susu,14.0,18000,252000.0,658.0
2024-04-25,Wafer Coklat,Snack,12.0,8000,96000.0,357.0
2025-04-13,Sereal Sarapan,Produk Susu,13.0,25000,325000.0,537.0
2025-05-18,Air Mineral,Minuman,8.0,4000,32000.0,143.0
2024-04-24,Yogurt Botol,Produk Susu,9.0,10000,90000.0,671.0
2025-01-07,Yogurt Botol,Produk Susu,6.0,10000,60000.0,686.0
2024-02-29,Teh Botol,Minuman,11.0,5000,55000.0,193.0
2024-11-13,Kacang Panggang,Snack,7.0,10000,70000.0,457.0
2023-05-26,Indomie Goreng,Makanan Instan,12.0,3500,42000.0,606.0
2025-02-01,Roti Tawar,Snack,10.0,15000,150000.0,425.0
2025-12-07,Minyak Goreng,Sembako,10.0,28000,280000.0,394.0
2024-02-07,Indomie Soto,Makanan Instan,2.0,3500,7000.0,200.0
2024-10-13,Sereal Sarapan,Produk Susu,16.0,25000,400000.0,338.0
2023-08-29,Yogurt Botol,Produk Susu,15.0,10000,150000.0,451.0
2024-11-01,Jus Kotak,Minuman,5.0,7000,35000.0,292.0
2023-06-03,Telur Ayam,Sembako,9.0,30000,270000.0,642.0
2023-07-03,Teh Celup,Minuman,4.0,8000,32000.0,132.0
2023-10-27,Kacang Panggang,Snack,12.0,10000,,601.0
2024-08-12,Kacang Panggang,Snack,7.0,10000,70000.0,344.0
2024-03-23,Saus Sambal,Sembako,8.0,13000,104000.0,276.0
2023-02-25,Keripik Kentang,Snack,5.0,12000,60000.0,259.0
2024-09-11,Teh Botol,Minuman,6.0,5000,30000.0,202.0
2025-08-19,Kopi Botol,Minuman,5.0,7000,35000.0,437.0
2024-03-05,Yogurt Botol,Produk Susu,9.0,10000,90000.0,624.0
2023-11-14,Jus Kotak,Minuman,11.0,7000,77000.0,342.0
2023-11-24,Sereal Sarapan,Produk Susu,1.0,25000,25000.0,490.0
2023-04-13,Beras Medium,Sembako,15.0,65000,975000.0,181.0
2025-04-30,Jus Kotak,Minuman,13.0,7000,91000.0,229.0
2023-11-26,Keripik Kentang,Snack,12.0,12000,144000.0,167.0
2024-11-03,Yogurt Botol,Produk Susu,3.0,10000,30000.0,58.0
2025-05-03,Tepung Terigu,Sembako,11.0,14000,154000.0,334.0
2025-03-17,Ramen Pedas,Makanan Instan,9.0,7000,63000.0,486.0
2025-05-18,Beras Medium,Sembako,7.0,65000,455000.0,388.0
2025-02-28,Susu Kental Manis,Produk Susu,6.0,12000,72000.0,66.0
2024-10-08,Roti Tawar,Snack,8.0,15000,120000.0,60.0
2023-08-14,Beras Medium,Sembako,4.0,65000,260000.0,249.0
2023-09-22,Ramen Pedas,Makanan Instan,9.0,7000,63000.0,424.0
2023-11-07,Sereal Sarapan,Produk Susu,10.0,25000,250000.0,408.0
2024-04-18,Roti Tawar,Snack,5.0,15000,75000.0,326.0
2024-02-05,Air Mineral,Minuman,8.0,4000,32000.0,346.0
2024-12-28,Susu UHT,Produk Susu,4.0,9000,36000.0,436.0
2023-11-18,Keripik Kentang,Snack,13.0,12000,156000.0,185.0
2024-02-09,Coklat Batang,Snack,10.0,11000,110000.0,215.0
2025-04-10,Roti Tawar,Snack,6.0,15000,90000.0,220.0
2025-11-28,Biskuit Coklat,Snack,7.0,9000,63000.0,384.0
2024-05-31,Tepung Terigu,Sembako,17.0,14000,238000.0,103.0
2024-12-21,Roti Tawar,Snack,12.0,15000,180000.0,205.0
2024-09-08,Teh Celup,Minuman,13.0,8000,104000.0,151.0
2023-08-31,Ramen Pedas,Makanan Instan,2.0,7000,14000.0,433.0
2025-03-16,Minyak Goreng,Sembako,15.0,28000,420000.0,296.0
2025-06-06,Ramen Pedas,Makanan Instan,17.0,7000,119000.0,443.0
2024-05-28,Air Mineral,Minuman,11.0,4000,44000.0,490.0
2024-10-22,Telur Ayam,Sembako,3.0,30000,,391.0
2025-09-16,Telur Ayam,Sembako,8.0,30000,240000.0,213.0
2025-03-16,Ramen Pedas,Makanan Instan,13.0,7000,91000.0,411.0
2024-12-03,Jus Kotak,Minuman,7.0,7000,49000.0,340.0
2025-12-28,Sereal Sarapan,Produk Susu,2.0,25000,50000.0,382.0
2024-10-01,Susu Kental Manis,Produk Susu,17.0,12000,204000.0,581.0
2023-10-25,Sereal Sarapan,Produk Susu,,25000,,101.0
2025-04-09,Keju Slice,Produk Susu,13.0,18000,234000.0,392.0
2024-06-25,Yogurt Botol,Produk Susu,3.0,10000,30000.0,220.0
2023-03-17,Teh Botol,Minuman,8.0,5000,40000.0,304.0
2023-04-17,Jus Kotak,Minuman,6.0,7000,42000.0,282.0
2025-03-07,Jus Kotak,Minuman,7.0,7000,49000.0,364.0
2024-07-19,Gula Pasir,Sembako,6.0,16000,96000.0,57.0
2025-01-08,Gula Pasir,Sembako,14.0,16000,224000.0,132.0
2025-03-17,,Makanan Instan,13.0,3500,45500.0,339.0
2025-04-17,Kopi Botol,Minuman,15.0,7000,105000.0,286.0
2024-12-31,Indomie Soto,Makanan Instan,15.0,3500,52500.0,345.0
2025-05-31,Kopi Sachet,Minuman,4.0,2500,10000.0,569.0
2025-09-13,Kecap Manis,Sembako,16.0,15000,240000.0,541.0
2024-12-05,Kacang Panggang,Snack,15.0,10000,150000.0,81.0
2025-11-27,Minyak Goreng,Sembako,7.0,28000,196000.0,553.0
2025-03-09,Telur Ayam,Sembako,19.0,30000,570000.0,380.0
2023-11-16,Ramen Pedas,Makanan Instan,1.0,7000,7000.0,144.0
2025-12-30,Keju Slice,Produk Susu,9.0,18000,162000.0,343.0
2023-04-07,Sereal Sarapan,Produk Susu,14.0,25000,350000.0,287.0
2024-03-20,Kecap Manis,Sembako,14.0,15000,210000.0,239.0
2025-12-14,Biskuit Coklat,Snack,4.0,9000,36000.0,228.0
2025-06-01,Beras Medium,Sembako,12.0,65000,780000.0,233.0
2023-02-11,Kopi Botol,Minuman,13.0,7000,91000.0,301.0
2025-04-08,Indomie Goreng,Makanan Instan,18.0,3500,63000.0,349.0
2025-01-08,Mie Ayam Instan,Makanan Instan,6.0,4000,24000.0,69.0
2024-09-27,Indomie Goreng,Makanan Instan,6.0,3500,21000.0,51.0
2025-01-10,Kopi Botol,Minuman,17.0,7000,119000.0,420.0
2024-01-25,Kopi Sachet,Minuman,6.0,2500,15000.0,145.0
2025-02-16,Biskuit Coklat,Snack,19.0,9000,171000.0,109.0
2025-08-17,Teh Botol,Minuman,6.0,5000,30000.0,169.0
2024-12-18,Mie Ayam Instan,Makanan Instan,13.0,4000,52000.0,134.0
2023-04-22,Kacang Panggang,Snack,14.0,10000,140000.0,645.0
2024-06-30,Yogurt Botol,Produk Susu,7.0,10000,70000.0,90.0
2024-06-05,Minuman Isotonik,Minuman,15.0,8500,127500.0,503.0
2023-03-27,Teh Botol,Minuman,4.0,5000,20000.0,588.0
2024-06-26,Yogurt Botol,Produk Susu,14.0,10000,140000.0,550.0
2024-12-09,Keju Slice,Produk Susu,9.0,18000,162000.0,371.0
2023-10-17,Keripik Kentang,Snack,12.0,12000,144000.0,315.0
2025-10-11,Jus Kotak,Minuman,5.0,7000,35000.0,226.0
2025-02-02,Coklat Batang,Snack,15.0,11000,165000.0,396.0
2024-12-14,Gula Pasir,Sembako,14.0,16000,224000.0,112.0
2024-04-20,Yogurt Botol,Produk Susu,9.0,10000,90000.0,93.0
2024-05-05,Wafer Coklat,Snack,12.0,8000,96000.0,306.0
2025-11-08,Minyak Goreng,Sembako,8.0,28000,224000.0,217.0
2023-11-20,Teh Botol,Minuman,1.0,5000,5000.0,301.0
2025-04-13,Keju Slice,Produk Susu,5.0,18000,90000.0,570.0
2025-02-26,,Snack,,15000,,366.0
2023-09-12,Teh Botol,Minuman,9.0,5000,45000.0,193.0
2024-10-28,Beras Medium,Sembako,13.0,65000,,418.0
2023-04-06,Susu Kental Manis,Produk Susu,9.0,12000,108000.0,322.0
2024-05-21,Sereal Sarapan,Produk Susu,13.0,25000,325000.0,574.0
2023-11-15,Keju Slice,Produk Susu,9.0,18000,162000.0,320.0
2025-11-17,Minyak Goreng,Sembako,6.0,28000,168000.0,541.0
2023-04-23,Beras Premium,Sembako,11.0,75000,825000.0,649.0
2025-02-11,Ramen Pedas,Makanan Instan,8.0,7000,56000.0,281.0
2023-01-22,Keju Slice,Produk Susu,7.0,18000,126000.0,690.0
2025-01-28,Roti Tawar,Snack,8.0,15000,120000.0,413.0
2024-07-09,Susu UHT,Produk Susu,16.0,9000,144000.0,151.0
2025-04-27,Kopi Sachet,Minuman,16.0,2500,40000.0,266.0
2025-06-11,Jus Kotak,Minuman,10.0,7000,70000.0,279.0
2025-08-17,Kopi Botol,Minuman,6.0,7000,42000.0,154.0
2024-11-24,Teh Celup,Minuman,16.0,8000,128000.0,446.0
2024-12-01,Mie Ayam Instan,Makanan Instan,4.0,4000,16000.0,680.0
2025-01-25,Roti Tawar,Snack,12.0,15000,180000.0,244.0
2023-04-11,Minuman Isotonik,Minuman,11.0,8500,93500.0,296.0
2024-07-29,Wafer Coklat,Snack,4.0,8000,32000.0,469.0
2025-07-09,Ramen Pedas,Makanan Instan,9.0,7000,63000.0,412.0
2025-07-07,Jus Kotak,Minuman,10.0,7000,70000.0,328.0
2025-10-07,Minuman Isotonik,Minuman,13.0,8500,110500.0,452.0
2025-06-02,Teh Celup,Minuman,5.0,8000,40000.0,648.0
2024-12-09,Ramen Pedas,Makanan Instan,8.0,7000,56000.0,310.0
2024-04-11,Tepung Terigu,Sembako,1.0,14000,14000.0,251.0
2024-07-23,,Sembako,,13000,156000.0,105.0
2024-12-03,Telur Ayam,Sembako,8.0,30000,240000.0,455.0
2025-05-23,Kacang Panggang,Snack,6.0,10000,60000.0,96.0
2023-01-05,Minyak Goreng,Sembako,12.0,28000,336000.0,405.0
2023-03-01,Teh Celup,Minuman,10.0,8000,80000.0,51.0
2023-07-07,Minyak Goreng,Sembako,1.0,28000,28000.0,70.0
2025-02-03,Susu Kental Manis,Produk Susu,5.0,12000,60000.0,313.0
2023-07-22,Mie Ayam Instan,Makanan Instan,14.0,4000,56000.0,274.0
2025-03-29,Sereal Sarapan,Produk Susu,10.0,25000,250000.0,347.0
2023-02-10,Teh Celup,Minuman,7.0,8000,56000.0,158.0
2025-10-07,Indomie Goreng,Makanan Instan,7.0,3500,24500.0,183.0
2023-03-30,Keju Slice,Produk Susu,12.0,18000,216000.0,575.0
2023-09-20,Teh Botol,Minuman,2.0,5000,10000.0,303.0
2023-10-17,Indomie Soto,Makanan Instan,4.0,3500,14000.0,426.0
2023-08-29,Yogurt Botol,Produk Susu,13.0,10000,130000.0,594.0
2024-07-01,Jus Kotak,Minuman,4.0,7000,28000.0,85.0
2023-06-19,Tepung Terigu,Sembako,15.0,14000,210000.0,157.0
2024-05-05,Saus Sambal,Sembako,9.0,13000,117000.0,405.0
2023-04-10,Kacang Panggang,Snack,13.0,10000,130000.0,160.0
2024-05-29,Kacang Panggang,Snack,6.0,10000,60000.0,97.0
2025-09-30,Saus Sambal,Sembako,8.0,13000,104000.0,295.0
2024-02-23,Beras Premium,Sembako,11.0,75000,825000.0,522.0
2025-08-28,Teh Celup,Minuman,11.0,8000,88000.0,164.0
2025-11-21,Wafer Coklat,Snack,12.0,8000,96000.0,249.0
2023-12-14,Kopi Sachet,Minuman,15.0,2500,37500.0,282.0
2023-11-17,Minyak Goreng,Sembako,10.0,28000,280000.0,208.0
2024-10-19,Kopi Sachet,Minuman,11.0,2500,27500.0,559.0
2023-12-29,Ramen Pedas,Makanan Instan,5.0,7000,35000.0,406.0
2024-10-18,Susu UHT,Produk Susu,8.0,9000,72000.0,215.0
2024-11-10,Mie Ayam Instan,Makanan Instan,2.0,4000,8000.0,710.0
2025-11-17,Indomie Soto,Makanan Instan,6.0,3500,21000.0,138.0
2023-07-11,,Snack,6.0,10000,60000.0,394.0
2024-11-01,Biskuit Coklat,Snack,14.0,9000,126000.0,408.0
2025-12-20,Kopi Sachet,Minuman,8.0,2500,20000.0,151.0
2025-10-09,Telur Ayam,Sembako,9.0,30000,270000.0,424.0
2025-01-29,Susu Kental Manis,Produk Susu,10.0,12000,120000.0,275.0
2025-10-10,Keripik Kentang,Snack,5.0,12000,60000.0,560.0
2023-09-29,Ramen Pedas,Makanan Instan,2.0,7000,14000.0,484.0
2024-10-10,Kecap Manis,Sembako,4.0,15000,60000.0,368.0
2024-09-02,Indomie Soto,Makanan Instan,6.0,3500,21000.0,90.0
2025-05-07,Kecap Manis,Sembako,11.0,15000,165000.0,253.0
2025-03-28,Jus Kotak,Minuman,6.0,7000,42000.0,199.0
2024-06-23,Indomie Goreng,Makanan Instan,9.0,3500,31500.0,618.0
2023-01-06,Saus Sambal,Sembako,5.0,13000,65000.0,544.0
2023-11-15,Ramen Pedas,Makanan Instan,2.0,7000,14000.0,419.0
2024-06-26,Yogurt Botol,Produk Susu,14.0,10000,140000.0,550.0
2025-01-08,Teh Celup,Minuman,6.0,8000,48000.0,540.0
2025-11-11,Biskuit Coklat,Snack,6.0,9000,54000.0,288.0
2024-05-08,Ramen Pedas,Makanan Instan,8.0,7000,56000.0,322.0
2023-07-10,Kopi Sachet,Minuman,5.0,2500,12500.0,297.0
2025-12-30,Minuman Isotonik,Minuman,3.0,8500,25500.0,161.0
2023-04-04,Kecap Manis,Sembako,4.0,15000,60000.0,322.0
2023-12-25,Biskuit Coklat,Snack,11.0,9000,99000.0,61.0
2023-07-19,Telur Ayam,Sembako,8.0,30000,240000.0,531.0
2024-11-12,Susu UHT,Produk Susu,2.0,9000,18000.0,423.0
2025-03-26,Indomie Soto,Makanan Instan,7.0,3500,24500.0,279.0
2025-02-19,Keju Slice,Produk Susu,7.0,18000,126000.0,206.0
2025-06-15,Minyak Goreng,Sembako,15.0,28000,420000.0,122.0
2025-03-31,Susu Kental Manis,Produk Susu,10.0,12000,120000.0,397.0
2025-02-25,Yogurt Botol,Produk Susu,12.0,10000,120000.0,556.0
2025-11-22,Roti Tawar,Snack,15.0,15000,225000.0,392.0
2024-11-08,Air Mineral,Minuman,6.0,4000,24000.0,226.0
2023-01-28,Beras Premium,Sembako,13.0,75000,975000.0,
2023-08-01,Coklat Batang,Snack,1.0,11000,11000.0,136.0
2025-01-15,Susu UHT,Produk Susu,10.0,9000,90000.0,263.0
2024-07-11,Mie Ayam Instan,Makanan Instan,10.0,4000,40000.0,188.0
2024-03-20,Roti Tawar,Snack,16.0,15000,240000.0,425.0
2023-11-02,Beras Premium,Sembako,13.0,75000,975000.0,348.0
2024-05-23,Keju Slice,Produk Susu,5.0,18000,90000.0,549.0
2024-01-25,Kecap Manis,Sembako,10.0,15000,150000.0,137.0
2023-07-07,Beras Premium,Sembako,3.0,75000,225000.0,274.0
2024-10-21,Indomie Goreng,Makanan Instan,3.0,3500,10500.0,376.0
2024-04-27,Kopi Sachet,Minuman,7.0,2500,17500.0,73.0
2025-03-16,Indomie Soto,Makanan Instan,9.0,3500,31500.0,230.0
2025-05-09,Teh Celup,Minuman,14.0,8000,112000.0,639.0
2025-09-12,Minyak Goreng,Sembako,13.0,28000,364000.0,229.0
2024-03-24,Telur Ayam,Sembako,2.0,30000,60000.0,94.0
2023-02-08,Minyak Goreng,Sembako,13.0,28000,364000.0,62.0
2024-10-21,Beras Premium,Sembako,14.0,75000,1050000.0,160.0
2025-10-11,Air Mineral,Minuman,15.0,4000,60000.0,265.0
2023-06-17,Wafer Coklat,Snack,14.0,8000,112000.0,484.0
2024-06-08,Beras Medium,Sembako,3.0,65000,195000.0,272.0
2023-09-06,Minuman Isotonik,Minuman,3.0,8500,25500.0,342.0
2025-04-27,Kopi Sachet,Minuman,10.0,2500,25000.0,142.0
2025-07-24,Biskuit Coklat,Snack,15.0,9000,135000.0,255.0
2025-11-27,Beras Premium,Sembako,8.0,75000,600000.0,506.0
2023-07-14,Tepung Terigu,Sembako,10.0,14000,140000.0,362.0
2023-07-18,Teh Celup,Minuman,14.0,8000,112000.0,435.0
2024-03-22,Minyak Goreng,Sembako,15.0,28000,420000.0,423.0
2025-04-23,Beras Premium,Sembako,14.0,75000,1050000.0,131.0
2025-05-14,Keripik Kentang,Snack,5.0,12000,60000.0,328.0
2023-04-06,Saus Sambal,Sembako,1.0,13000,13000.0,200.0
2025-04-05,Teh Celup,Minuman,18.0,8000,144000.0,61.0
2023-02-22,Biskuit Coklat,Snack,2.0,9000,18000.0,379.0
2025-05-09,Minyak Goreng,Sembako,10.0,28000,280000.0,284.0
2024-01-03,Teh Celup,Minuman,5.0,8000,40000.0,617.0
2024-06-04,Yogurt Botol,Produk Susu,9.0,10000,90000.0,219.0
2024-07-17,Yogurt Botol,Produk Susu,16.0,10000,160000.0,448.0
2023-10-31,Ramen Pedas,Makanan Instan,,7000,14000.0,562.0
2025-07-28,Minuman Isotonik,Minuman,7.0,8500,59500.0,209.0
2023-03-21,Susu UHT,Produk Susu,10.0,9000,90000.0,236.0
2024-04-26,Saus Sambal,Sembako,13.0,13000,169000.0,535.0
2023-04-15,Teh Celup,Minuman,7.0,8000,56000.0,311.0
2025-05-09,Kacang Panggang,Snack,16.0,10000,160000.0,549.0
2024-02-06,Air Mineral,Minuman,3.0,4000,12000.0,352.0
2023-09-28,Jus Kotak,Minuman,8.0,7000,56000.0,522.0
2025-09-20,Teh Celup,Minuman,12.0,8000,96000.0,546.0
2024-01-26,Teh Celup,Minuman,7.0,8000,56000.0,113.0
2025-03-15,Keripik Kentang,Snack,7.0,12000,84000.0,212.0
2024-04-28,Mie Ayam Instan,Makanan Instan,15.0,4000,60000.0,123.0
